Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:13:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:14:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:14:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:15:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:15:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:16:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:16:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:17:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:17:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:18:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:18:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:19:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:19:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:20:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:20:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:21:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:21:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:22:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:22:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:23:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:23:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:24:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:24:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:25:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:25:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:26:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:26:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:27:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:27:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:28:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:28:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:29:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:29:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:30:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:30:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:31:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:31:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:32:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:32:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:33:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:33:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:34:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:34:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:35:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:35:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:36:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:36:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:37:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:37:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:38:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:38:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:39:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:39:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:40:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:40:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:41:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:41:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:42:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:42:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:43:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:43:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:44:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:44:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:45:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:45:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:46:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:46:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:47:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:47:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:48:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:48:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:49:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:49:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:50:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:50:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:51:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:51:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:52:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:52:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:53:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:53:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:54:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:54:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:55:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:55:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:56:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:56:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;0:57:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;0:57:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;0:58:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;0:58:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;0:59:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;0:59:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:00:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:00:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:01:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:01:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:02:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:02:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:03:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:03:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:04:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:04:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:05:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:05:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:06:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:06:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:07:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:07:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:08:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:08:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:09:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:09:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:10:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:10:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:11:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:11:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:12:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:12:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:13:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:13:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:14:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:14:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:15:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:15:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:16:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:16:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:17:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:17:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:18:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:18:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:19:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:19:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:20:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:20:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:21:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:21:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:22:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:22:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:23:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:23:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:24:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:24:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:25:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:25:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:26:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:26:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:27:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:27:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:28:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:28:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:29:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:29:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:30:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:30:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:31:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:31:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:32:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:32:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:33:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:33:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:34:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:34:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:35:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:35:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:36:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:36:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:37:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:37:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:38:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:38:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:39:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:39:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:40:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:40:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:41:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:41:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:42:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:42:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:43:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:43:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:44:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:44:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:45:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:45:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:46:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:46:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:47:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:47:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:48:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:48:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:49:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:49:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:50:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:50:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:51:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:51:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:52:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:52:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:53:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:53:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:54:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:54:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:55:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:55:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:56:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:56:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;1:57:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;1:57:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;1:58:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;1:58:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;1:59:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;1:59:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:00:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:00:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:01:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:01:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:02:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:02:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:03:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:03:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:04:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:04:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:05:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:05:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:06:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:06:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:07:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:07:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:08:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:08:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:09:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:09:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:10:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:10:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:11:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:11:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:12:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:12:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:13:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:13:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:14:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:14:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:15:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:15:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:16:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:16:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:17:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:17:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:18:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:18:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:19:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:19:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:20:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:20:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:21:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:21:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:22:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:22:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:23:00;0,8;ahead;8000
R 764;Beroun_kolej_A;Karlstejn_kolej_A;2:23:30;0,7;ahead;3000
Os 8845;Beroun_kolej_C;Lhota_kolej_C;2:24:00;0,7;ahead;1500
R 764;Karlstejn_kolej_A;Beroun_kolej_A;2:24:30;0,8;ahead;9000
N 31 54 597 5 004;Beroun_kolej_B;Karlstejn_kolej_B;2:25:00;0,7;reverse;3100
Os 8845;Lhota_kolej_C;Beroun_kolej_C;2:25:30;0,7;ahead;8200
N 31 54 597 5 004;Karlstejn_kolej_B;Beroun_kolej_B;2:26:00;0,8;ahead;8000
